LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
CZE,CPI,TOT,AGRWTH,M,2019-11,3.116147
CZE,CPI,TOT,AGRWTH,M,2019-12,3.207547
CZE,CPI,TOT,AGRWTH,M,2020-01,3.641457
CZE,CPI,TOT,AGRWTH,M,2020-02,3.727866000000001
CZE,CPI,TOT,AGRWTH,M,2020-03,3.44186
CZE,CPI,TOT,AGRWTH,M,2020-04,3.159851
DNK,CPI,TOT,AGRWTH,M,2011-01,2.729258
DNK,CPI,TOT,AGRWTH,M,2011-02,2.696872
DNK,CPI,TOT,AGRWTH,M,2011-03,2.679528
DNK,CPI,TOT,AGRWTH,M,2011-04,2.997859
DNK,CPI,TOT,AGRWTH,M,2011-05,3.104925
DNK,CPI,TOT,AGRWTH,M,2011-06,3.001072
DNK,CPI,TOT,AGRWTH,M,2011-07,3.004292
DNK,CPI,TOT,AGRWTH,M,2011-08,2.564103
DNK,CPI,TOT,AGRWTH,M,2011-09,2.555911
DNK,CPI,TOT,AGRWTH,M,2011-10,2.771855
DNK,CPI,TOT,AGRWTH,M,2011-11,2.555911
DNK,CPI,TOT,AGRWTH,M,2011-12,2.446809
DNK,CPI,TOT,AGRWTH,M,2012-01,2.763018
DNK,CPI,TOT,AGRWTH,M,2012-02,2.731092
DNK,CPI,TOT,AGRWTH,M,2012-03,2.609603
DNK,CPI,TOT,AGRWTH,M,2012-04,2.182952
DNK,CPI,TOT,AGRWTH,M,2012-05,2.180685
DNK,CPI,TOT,AGRWTH,M,2012-06,2.1852240000000003
DNK,CPI,TOT,AGRWTH,M,2012-07,2.291667
DNK,CPI,TOT,AGRWTH,M,2012-08,2.604167
DNK,CPI,TOT,AGRWTH,M,2012-09,2.492212
DNK,CPI,TOT,AGRWTH,M,2012-10,2.385892
DNK,CPI,TOT,AGRWTH,M,2012-11,2.284528
DNK,CPI,TOT,AGRWTH,M,2012-12,2.076843
DNK,CPI,TOT,AGRWTH,M,2013-01,1.240951
DNK,CPI,TOT,AGRWTH,M,2013-02,1.226994
DNK,CPI,TOT,AGRWTH,M,2013-03,1.017294
DNK,CPI,TOT,AGRWTH,M,2013-04,0.8138352
DNK,CPI,TOT,AGRWTH,M,2013-05,0.8130081
DNK,CPI,TOT,AGRWTH,M,2013-06,0.9164969
DNK,CPI,TOT,AGRWTH,M,2013-07,0.6109979999999999
DNK,CPI,TOT,AGRWTH,M,2013-08,0.4060914000000001
DNK,CPI,TOT,AGRWTH,M,2013-09,0.5065856
DNK,CPI,TOT,AGRWTH,M,2013-10,0.6079028000000001
DNK,CPI,TOT,AGRWTH,M,2013-11,0.6091371
DNK,CPI,TOT,AGRWTH,M,2013-12,0.7121058000000001
DNK,CPI,TOT,AGRWTH,M,2014-01,1.02145
DNK,CPI,TOT,AGRWTH,M,2014-02,0.5050505
DNK,CPI,TOT,AGRWTH,M,2014-03,0.3021148
DNK,CPI,TOT,AGRWTH,M,2014-04,0.7063571999999999
DNK,CPI,TOT,AGRWTH,M,2014-05,0.5040323
DNK,CPI,TOT,AGRWTH,M,2014-06,0.605449
DNK,CPI,TOT,AGRWTH,M,2014-07,0.7085020000000001
DNK,CPI,TOT,AGRWTH,M,2014-08,0.5055612
DNK,CPI,TOT,AGRWTH,M,2014-09,0.5040323
DNK,CPI,TOT,AGRWTH,M,2014-10,0.5035247
DNK,CPI,TOT,AGRWTH,M,2014-11,0.5045409000000001
DNK,CPI,TOT,AGRWTH,M,2014-12,0.4040404
DNK,CPI,TOT,AGRWTH,M,2015-01,-0.1011122
DNK,CPI,TOT,AGRWTH,M,2015-02,0.3015075
DNK,CPI,TOT,AGRWTH,M,2015-03,0.6024096999999999
DNK,CPI,TOT,AGRWTH,M,2015-04,0.5010020000000001
DNK,CPI,TOT,AGRWTH,M,2015-05,0.7021063
DNK,CPI,TOT,AGRWTH,M,2015-06,0.6018054
DNK,CPI,TOT,AGRWTH,M,2015-07,0.7035176
DNK,CPI,TOT,AGRWTH,M,2015-08,0.6036216999999999
DNK,CPI,TOT,AGRWTH,M,2015-09,0.5015045
DNK,CPI,TOT,AGRWTH,M,2015-10,0.3006012
DNK,CPI,TOT,AGRWTH,M,2015-11,0.3012048
DNK,CPI,TOT,AGRWTH,M,2015-12,0.4024145
DNK,CPI,TOT,AGRWTH,M,2016-01,0.6072875
DNK,CPI,TOT,AGRWTH,M,2016-02,0.3006012
DNK,CPI,TOT,AGRWTH,M,2016-03,0.0
DNK,CPI,TOT,AGRWTH,M,2016-04,0.0
DNK,CPI,TOT,AGRWTH,M,2016-05,0.0996016
DNK,CPI,TOT,AGRWTH,M,2016-06,0.2991027
DNK,CPI,TOT,AGRWTH,M,2016-07,0.29940120000000003
DNK,CPI,TOT,AGRWTH,M,2016-08,0.2
DNK,CPI,TOT,AGRWTH,M,2016-09,0.0
DNK,CPI,TOT,AGRWTH,M,2016-10,0.2997003
DNK,CPI,TOT,AGRWTH,M,2016-11,0.4004004000000001
DNK,CPI,TOT,AGRWTH,M,2016-12,0.5010020000000001
DNK,CPI,TOT,AGRWTH,M,2017-01,0.9054326
DNK,CPI,TOT,AGRWTH,M,2017-02,0.999001
DNK,CPI,TOT,AGRWTH,M,2017-03,0.998004
DNK,CPI,TOT,AGRWTH,M,2017-04,1.09671
DNK,CPI,TOT,AGRWTH,M,2017-05,0.7960199
DNK,CPI,TOT,AGRWTH,M,2017-06,0.5964215
DNK,CPI,TOT,AGRWTH,M,2017-07,1.492537
DNK,CPI,TOT,AGRWTH,M,2017-08,1.497006
DNK,CPI,TOT,AGRWTH,M,2017-09,1.596806
DNK,CPI,TOT,AGRWTH,M,2017-10,1.494024
DNK,CPI,TOT,AGRWTH,M,2017-11,1.2961120000000002
DNK,CPI,TOT,AGRWTH,M,2017-12,0.997009
DNK,CPI,TOT,AGRWTH,M,2018-01,0.6979063
DNK,CPI,TOT,AGRWTH,M,2018-02,0.5934718000000001
DNK,CPI,TOT,AGRWTH,M,2018-03,0.4940712
DNK,CPI,TOT,AGRWTH,M,2018-04,0.7889546
DNK,CPI,TOT,AGRWTH,M,2018-05,1.085883
DNK,CPI,TOT,AGRWTH,M,2018-06,1.086957
DNK,CPI,TOT,AGRWTH,M,2018-07,1.078431
DNK,CPI,TOT,AGRWTH,M,2018-08,0.9832841999999998
DNK,CPI,TOT,AGRWTH,M,2018-09,0.5893909
DNK,CPI,TOT,AGRWTH,M,2018-10,0.7850834
DNK,CPI,TOT,AGRWTH,M,2018-11,0.7874015999999999
DNK,CPI,TOT,AGRWTH,M,2018-12,0.7897335
DNK,CPI,TOT,AGRWTH,M,2019-01,1.2871290000000002
DNK,CPI,TOT,AGRWTH,M,2019-02,1.081613
DNK,CPI,TOT,AGRWTH,M,2019-03,1.179941
DNK,CPI,TOT,AGRWTH,M,2019-04,0.9784736
DNK,CPI,TOT,AGRWTH,M,2019-05,0.6835938
DNK,CPI,TOT,AGRWTH,M,2019-06,0.5865102
DNK,CPI,TOT,AGRWTH,M,2019-07,0.3879728
DNK,CPI,TOT,AGRWTH,M,2019-08,0.3894839000000001
DNK,CPI,TOT,AGRWTH,M,2019-09,0.4882813
DNK,CPI,TOT,AGRWTH,M,2019-10,0.5842259
DNK,CPI,TOT,AGRWTH,M,2019-11,0.6835938
DNK,CPI,TOT,AGRWTH,M,2019-12,0.7835456000000001
DNK,CPI,TOT,AGRWTH,M,2020-01,0.684262
DNK,CPI,TOT,AGRWTH,M,2020-02,0.7782101
DNK,CPI,TOT,AGRWTH,M,2020-03,0.3887269
DNK,CPI,TOT,AGRWTH,M,2020-04,0.0
FIN,CPI,TOT,AGRWTH,M,2011-01,3.037052
FIN,CPI,TOT,AGRWTH,M,2011-02,3.32997
FIN,CPI,TOT,AGRWTH,M,2011-03,3.300893
FIN,CPI,TOT,AGRWTH,M,2011-04,3.16
FIN,CPI,TOT,AGRWTH,M,2011-05,3.344348
FIN,CPI,TOT,AGRWTH,M,2011-06,3.541062
FIN,CPI,TOT,AGRWTH,M,2011-07,3.958102
FIN,CPI,TOT,AGRWTH,M,2011-08,3.83806
FIN,CPI,TOT,AGRWTH,M,2011-09,3.697429
FIN,CPI,TOT,AGRWTH,M,2011-10,3.5437760000000003
FIN,CPI,TOT,AGRWTH,M,2011-11,3.356768
FIN,CPI,TOT,AGRWTH,M,2011-12,2.899122
FIN,CPI,TOT,AGRWTH,M,2012-01,3.173512
FIN,CPI,TOT,AGRWTH,M,2012-02,3.115234
FIN,CPI,TOT,AGRWTH,M,2012-03,2.94289
FIN,CPI,TOT,AGRWTH,M,2012-04,3.101978
FIN,CPI,TOT,AGRWTH,M,2012-05,3.061719
FIN,CPI,TOT,AGRWTH,M,2012-06,2.830644
FIN,CPI,TOT,AGRWTH,M,2012-07,2.92579
FIN,CPI,TOT,AGRWTH,M,2012-08,2.721482
FIN,CPI,TOT,AGRWTH,M,2012-09,2.700625
FIN,CPI,TOT,AGRWTH,M,2012-10,2.598025
FIN,CPI,TOT,AGRWTH,M,2012-11,2.193907
FIN,CPI,TOT,AGRWTH,M,2012-12,2.357451
FIN,CPI,TOT,AGRWTH,M,2013-01,1.628416
FIN,CPI,TOT,AGRWTH,M,2013-02,1.666824
FIN,CPI,TOT,AGRWTH,M,2013-03,1.745448
FIN,CPI,TOT,AGRWTH,M,2013-04,1.541933
FIN,CPI,TOT,AGRWTH,M,2013-05,1.551189
FIN,CPI,TOT,AGRWTH,M,2013-06,1.41864
FIN,CPI,TOT,AGRWTH,M,2013-07,1.590738
FIN,CPI,TOT,AGRWTH,M,2013-08,1.240135
FIN,CPI,TOT,AGRWTH,M,2013-09,1.197829
FIN,CPI,TOT,AGRWTH,M,2013-10,1.186694
FIN,CPI,TOT,AGRWTH,M,2013-11,1.368707
FIN,CPI,TOT,AGRWTH,M,2013-12,1.610336
FIN,CPI,TOT,AGRWTH,M,2014-01,1.630435
FIN,CPI,TOT,AGRWTH,M,2014-02,1.285515
FIN,CPI,TOT,AGRWTH,M,2014-03,1.057122
FIN,CPI,TOT,AGRWTH,M,2014-04,1.055556
FIN,CPI,TOT,AGRWTH,M,2014-05,0.7868913000000001
FIN,CPI,TOT,AGRWTH,M,2014-06,0.9263548
FIN,CPI,TOT,AGRWTH,M,2014-07,0.8338738000000001
FIN,CPI,TOT,AGRWTH,M,2014-08,1.141425
FIN,CPI,TOT,AGRWTH,M,2014-09,1.331607
FIN,CPI,TOT,AGRWTH,M,2014-10,1.015791
FIN,CPI,TOT,AGRWTH,M,2014-11,0.9710534
FIN,CPI,TOT,AGRWTH,M,2014-12,0.4699162
FIN,CPI,TOT,AGRWTH,M,2015-01,-0.15673979999999998
FIN,CPI,TOT,AGRWTH,M,2015-02,-0.1545332
FIN,CPI,TOT,AGRWTH,M,2015-03,-0.05415257
FIN,CPI,TOT,AGRWTH,M,2015-04,-0.2106418
FIN,CPI,TOT,AGRWTH,M,2015-05,-0.04310358
FIN,CPI,TOT,AGRWTH,M,2015-06,-0.1165001
FIN,CPI,TOT,AGRWTH,M,2015-07,-0.2262849
FIN,CPI,TOT,AGRWTH,M,2015-08,-0.19308470000000005
FIN,CPI,TOT,AGRWTH,M,2015-09,-0.5914733
FIN,CPI,TOT,AGRWTH,M,2015-10,-0.2596871
FIN,CPI,TOT,AGRWTH,M,2015-11,-0.2472014
FIN,CPI,TOT,AGRWTH,M,2015-12,-0.2388509
FIN,CPI,TOT,AGRWTH,M,2016-01,0.03013864
FIN,CPI,TOT,AGRWTH,M,2016-02,-0.0901894
FIN,CPI,TOT,AGRWTH,M,2016-03,-0.03995206
FIN,CPI,TOT,AGRWTH,M,2016-04,0.2597143
FIN,CPI,TOT,AGRWTH,M,2016-05,0.30990700000000004
FIN,CPI,TOT,AGRWTH,M,2016-06,0.359892
FIN,CPI,TOT,AGRWTH,M,2016-07,0.5109708
FIN,CPI,TOT,AGRWTH,M,2016-08,0.380038
FIN,CPI,TOT,AGRWTH,M,2016-09,0.4094677
FIN,CPI,TOT,AGRWTH,M,2016-10,0.4586699000000001
FIN,CPI,TOT,AGRWTH,M,2016-11,0.6592748
FIN,CPI,TOT,AGRWTH,M,2016-12,1.030103
FIN,CPI,TOT,AGRWTH,M,2017-01,0.8436276
FIN,CPI,TOT,AGRWTH,M,2017-02,1.223671
FIN,CPI,TOT,AGRWTH,M,2017-03,0.8293365
FIN,CPI,TOT,AGRWTH,M,2017-04,0.8468665999999999
FIN,CPI,TOT,AGRWTH,M,2017-05,0.7175603
FIN,CPI,TOT,AGRWTH,M,2017-06,0.7470863
FIN,CPI,TOT,AGRWTH,M,2017-07,0.5283094
FIN,CPI,TOT,AGRWTH,M,2017-08,0.7372721
FIN,CPI,TOT,AGRWTH,M,2017-09,0.7758106
FIN,CPI,TOT,AGRWTH,M,2017-10,0.5459056999999999
FIN,CPI,TOT,AGRWTH,M,2017-11,0.7740399
FIN,CPI,TOT,AGRWTH,M,2017-12,0.4850525
FIN,CPI,TOT,AGRWTH,M,2018-01,0.7967334
FIN,CPI,TOT,AGRWTH,M,2018-02,0.5945303000000001
FIN,CPI,TOT,AGRWTH,M,2018-03,0.8126053000000001
FIN,CPI,TOT,AGRWTH,M,2018-04,0.7508398000000001
FIN,CPI,TOT,AGRWTH,M,2018-05,1.019197
FIN,CPI,TOT,AGRWTH,M,2018-06,1.1667
FIN,CPI,TOT,AGRWTH,M,2018-07,1.368369
FIN,CPI,TOT,AGRWTH,M,2018-08,1.256058
FIN,CPI,TOT,AGRWTH,M,2018-09,1.263324
FIN,CPI,TOT,AGRWTH,M,2018-10,1.530109
FIN,CPI,TOT,AGRWTH,M,2018-11,1.260463
FIN,CPI,TOT,AGRWTH,M,2018-12,1.18215
FIN,CPI,TOT,AGRWTH,M,2019-01,1.086849
FIN,CPI,TOT,AGRWTH,M,2019-02,1.260835
FIN,CPI,TOT,AGRWTH,M,2019-03,1.120613
FIN,CPI,TOT,AGRWTH,M,2019-04,1.461071
FIN,CPI,TOT,AGRWTH,M,2019-05,1.175433
FIN,CPI,TOT,AGRWTH,M,2019-06,1.016419
FIN,CPI,TOT,AGRWTH,M,2019-07,0.8314584
FIN,CPI,TOT,AGRWTH,M,2019-08,1.093964
FIN,CPI,TOT,AGRWTH,M,2019-09,0.9161794
FIN,CPI,TOT,AGRWTH,M,2019-10,0.7486630999999999
FIN,CPI,TOT,AGRWTH,M,2019-11,0.6710104
FIN,CPI,TOT,AGRWTH,M,2019-12,0.9151981
FIN,CPI,TOT,AGRWTH,M,2020-01,0.9871958
FIN,CPI,TOT,AGRWTH,M,2020-02,0.8463035
FIN,CPI,TOT,AGRWTH,M,2020-03,0.6027024000000001
FIN,CPI,TOT,AGRWTH,M,2020-04,-0.318933
FRA,CPI,TOT,AGRWTH,M,2011-01,1.741639
FRA,CPI,TOT,AGRWTH,M,2011-02,1.6576349999999995
FRA,CPI,TOT,AGRWTH,M,2011-03,1.987945
FRA,CPI,TOT,AGRWTH,M,2011-04,2.07784
FRA,CPI,TOT,AGRWTH,M,2011-05,2.012221
FRA,CPI,TOT,AGRWTH,M,2011-06,2.10726
FRA,CPI,TOT,AGRWTH,M,2011-07,1.94421
FRA,CPI,TOT,AGRWTH,M,2011-08,2.234872
FRA,CPI,TOT,AGRWTH,M,2011-09,2.236523
FRA,CPI,TOT,AGRWTH,M,2011-10,2.349594
FRA,CPI,TOT,AGRWTH,M,2011-11,2.51526
FRA,CPI,TOT,AGRWTH,M,2011-12,2.462022
FRA,CPI,TOT,AGRWTH,M,2012-01,2.352447
FRA,CPI,TOT,AGRWTH,M,2012-02,2.289119
FRA,CPI,TOT,AGRWTH,M,2012-03,2.301711
FRA,CPI,TOT,AGRWTH,M,2012-04,2.0872080000000004
FRA,CPI,TOT,AGRWTH,M,2012-05,1.982857
FRA,CPI,TOT,AGRWTH,M,2012-06,1.929625
FRA,CPI,TOT,AGRWTH,M,2012-07,1.938226
FRA,CPI,TOT,AGRWTH,M,2012-08,2.082904
FRA,CPI,TOT,AGRWTH,M,2012-09,1.908988
FRA,CPI,TOT,AGRWTH,M,2012-10,1.852996
FRA,CPI,TOT,AGRWTH,M,2012-11,1.416692
FRA,CPI,TOT,AGRWTH,M,2012-12,1.329243
FRA,CPI,TOT,AGRWTH,M,2013-01,1.1697110000000002
FRA,CPI,TOT,AGRWTH,M,2013-02,1.042305
FRA,CPI,TOT,AGRWTH,M,2013-03,0.9729401
FRA,CPI,TOT,AGRWTH,M,2013-04,0.6882590999999999
FRA,CPI,TOT,AGRWTH,M,2013-05,0.8
FRA,CPI,TOT,AGRWTH,M,2013-06,0.9313626
FRA,CPI,TOT,AGRWTH,M,2013-07,1.067616
FRA,CPI,TOT,AGRWTH,M,2013-08,0.8686869
FRA,CPI,TOT,AGRWTH,M,2013-09,0.8809234
FRA,CPI,TOT,AGRWTH,M,2013-10,0.5659996
FRA,CPI,TOT,AGRWTH,M,2013-11,0.6782063
FRA,CPI,TOT,AGRWTH,M,2013-12,0.7063571999999999
FRA,CPI,TOT,AGRWTH,M,2014-01,0.6490873
FRA,CPI,TOT,AGRWTH,M,2014-02,0.9203075
FRA,CPI,TOT,AGRWTH,M,2014-03,0.6122654000000001
FRA,CPI,TOT,AGRWTH,M,2014-04,0.7237636
FRA,CPI,TOT,AGRWTH,M,2014-05,0.6831425
FRA,CPI,TOT,AGRWTH,M,2014-06,0.4814443000000001
FRA,CPI,TOT,AGRWTH,M,2014-07,0.4627767
FRA,CPI,TOT,AGRWTH,M,2014-08,0.4406169
FRA,CPI,TOT,AGRWTH,M,2014-09,0.291077
FRA,CPI,TOT,AGRWTH,M,2014-10,0.4522613
FRA,CPI,TOT,AGRWTH,M,2014-11,0.3217374
FRA,CPI,TOT,AGRWTH,M,2014-12,0.06012024
FRA,CPI,TOT,AGRWTH,M,2015-01,-0.3829101
FRA,CPI,TOT,AGRWTH,M,2015-02,-0.27056820000000004
FRA,CPI,TOT,AGRWTH,M,2015-03,-0.06983239999999999
FRA,CPI,TOT,AGRWTH,M,2015-04,0.07984032
FRA,CPI,TOT,AGRWTH,M,2015-05,0.29934140000000004
FRA,CPI,TOT,AGRWTH,M,2015-06,0.2595328
FRA,CPI,TOT,AGRWTH,M,2015-07,0.17023829999999998
FRA,CPI,TOT,AGRWTH,M,2015-08,0.04985045
FRA,CPI,TOT,AGRWTH,M,2015-09,0.03002402
FRA,CPI,TOT,AGRWTH,M,2015-10,0.06003001
FRA,CPI,TOT,AGRWTH,M,2015-11,0.0400882
FRA,CPI,TOT,AGRWTH,M,2015-12,0.1802524
FRA,CPI,TOT,AGRWTH,M,2016-01,0.2225369
FRA,CPI,TOT,AGRWTH,M,2016-02,-0.1909164
FRA,CPI,TOT,AGRWTH,M,2016-03,-0.1497454
FRA,CPI,TOT,AGRWTH,M,2016-04,-0.1894695
FRA,CPI,TOT,AGRWTH,M,2016-05,-0.01989654
FRA,CPI,TOT,AGRWTH,M,2016-06,0.1891677
FRA,CPI,TOT,AGRWTH,M,2016-07,0.219934
FRA,CPI,TOT,AGRWTH,M,2016-08,0.2291978
FRA,CPI,TOT,AGRWTH,M,2016-09,0.3901951
FRA,CPI,TOT,AGRWTH,M,2016-10,0.359964
FRA,CPI,TOT,AGRWTH,M,2016-11,0.5309557
FRA,CPI,TOT,AGRWTH,M,2016-12,0.6097561
FRA,CPI,TOT,AGRWTH,M,2017-01,1.34235
FRA,CPI,TOT,AGRWTH,M,2017-02,1.208094
FRA,CPI,TOT,AGRWTH,M,2017-03,1.1497700000000002
FRA,CPI,TOT,AGRWTH,M,2017-04,1.168948
FRA,CPI,TOT,AGRWTH,M,2017-05,0.8059701
FRA,CPI,TOT,AGRWTH,M,2017-06,0.6856802
FRA,CPI,TOT,AGRWTH,M,2017-07,0.7182045
FRA,CPI,TOT,AGRWTH,M,2017-08,0.9047524
FRA,CPI,TOT,AGRWTH,M,2017-09,0.9866454
FRA,CPI,TOT,AGRWTH,M,2017-10,1.056093
FRA,CPI,TOT,AGRWTH,M,2017-11,1.175884
FRA,CPI,TOT,AGRWTH,M,2017-12,1.19225
FRA,CPI,TOT,AGRWTH,M,2018-01,1.3345280000000002
FRA,CPI,TOT,AGRWTH,M,2018-02,1.183726
FRA,CPI,TOT,AGRWTH,M,2018-03,1.561728
FRA,CPI,TOT,AGRWTH,M,2018-04,1.639344
FRA,CPI,TOT,AGRWTH,M,2018-05,2.023492
FRA,CPI,TOT,AGRWTH,M,2018-06,2.023293
FRA,CPI,TOT,AGRWTH,M,2018-07,2.287808
FRA,CPI,TOT,AGRWTH,M,2018-08,2.25638
FRA,CPI,TOT,AGRWTH,M,2018-09,2.20073
FRA,CPI,TOT,AGRWTH,M,2018-10,2.2084200000000003
FRA,CPI,TOT,AGRWTH,M,2018-11,1.891067
FRA,CPI,TOT,AGRWTH,M,2018-12,1.590574
FRA,CPI,TOT,AGRWTH,M,2019-01,1.238329
FRA,CPI,TOT,AGRWTH,M,2019-02,1.317342
FRA,CPI,TOT,AGRWTH,M,2019-03,1.109489
FRA,CPI,TOT,AGRWTH,M,2019-04,1.263117
FRA,CPI,TOT,AGRWTH,M,2019-05,0.9384675
FRA,CPI,TOT,AGRWTH,M,2019-06,1.170552
FRA,CPI,TOT,AGRWTH,M,2019-07,1.065066
FRA,CPI,TOT,AGRWTH,M,2019-08,1.040663
FRA,CPI,TOT,AGRWTH,M,2019-09,0.9076864
FRA,CPI,TOT,AGRWTH,M,2019-10,0.7620334
FRA,CPI,TOT,AGRWTH,M,2019-11,1.034316
FRA,CPI,TOT,AGRWTH,M,2019-12,1.45936
FRA,CPI,TOT,AGRWTH,M,2020-01,1.485293
FRA,CPI,TOT,AGRWTH,M,2020-02,1.426354
FRA,CPI,TOT,AGRWTH,M,2020-03,0.6737896
FRA,CPI,TOT,AGRWTH,M,2020-04,0.326233
DEU,CPI,TOT,AGRWTH,M,2011-01,1.717172
DEU,CPI,TOT,AGRWTH,M,2011-02,1.911469
DEU,CPI,TOT,AGRWTH,M,2011-03,2.002002
DEU,CPI,TOT,AGRWTH,M,2011-04,1.9
DEU,CPI,TOT,AGRWTH,M,2011-05,2.002002
DEU,CPI,TOT,AGRWTH,M,2011-06,2.102102
DEU,CPI,TOT,AGRWTH,M,2011-07,2.097902
DEU,CPI,TOT,AGRWTH,M,2011-08,2.0958080000000003
DEU,CPI,TOT,AGRWTH,M,2011-09,2.397602
DEU,CPI,TOT,AGRWTH,M,2011-10,2.295409
DEU,CPI,TOT,AGRWTH,M,2011-11,2.392822
DEU,CPI,TOT,AGRWTH,M,2011-12,1.982161
DEU,CPI,TOT,AGRWTH,M,2012-01,2.085402
DEU,CPI,TOT,AGRWTH,M,2012-02,2.171767
DEU,CPI,TOT,AGRWTH,M,2012-03,2.158979
DEU,CPI,TOT,AGRWTH,M,2012-04,1.962709
DEU,CPI,TOT,AGRWTH,M,2012-05,1.962709
DEU,CPI,TOT,AGRWTH,M,2012-06,1.666667
DEU,CPI,TOT,AGRWTH,M,2012-07,1.8591
DEU,CPI,TOT,AGRWTH,M,2012-08,2.150538
DEU,CPI,TOT,AGRWTH,M,2012-09,2.04878
DEU,CPI,TOT,AGRWTH,M,2012-10,2.04878
DEU,CPI,TOT,AGRWTH,M,2012-11,1.94742
DEU,CPI,TOT,AGRWTH,M,2012-12,2.040816
DEU,CPI,TOT,AGRWTH,M,2013-01,1.6536970000000002
DEU,CPI,TOT,AGRWTH,M,2013-02,1.545894
DEU,CPI,TOT,AGRWTH,M,2013-03,1.440922
DEU,CPI,TOT,AGRWTH,M,2013-04,1.154957
DEU,CPI,TOT,AGRWTH,M,2013-05,1.539942
DEU,CPI,TOT,AGRWTH,M,2013-06,1.8322080000000005
DEU,CPI,TOT,AGRWTH,M,2013-07,1.92123
DEU,CPI,TOT,AGRWTH,M,2013-08,1.531101
DEU,CPI,TOT,AGRWTH,M,2013-09,1.434034
DEU,CPI,TOT,AGRWTH,M,2013-10,1.24283
DEU,CPI,TOT,AGRWTH,M,2013-11,1.3371540000000002
DEU,CPI,TOT,AGRWTH,M,2013-12,1.4285709999999998
DEU,CPI,TOT,AGRWTH,M,2014-01,1.339713
DEU,CPI,TOT,AGRWTH,M,2014-02,1.236917
DEU,CPI,TOT,AGRWTH,M,2014-03,1.041667
DEU,CPI,TOT,AGRWTH,M,2014-04,1.332065
DEU,CPI,TOT,AGRWTH,M,2014-05,0.8530806000000001
DEU,CPI,TOT,AGRWTH,M,2014-06,1.041667
DEU,CPI,TOT,AGRWTH,M,2014-07,0.8482563
DEU,CPI,TOT,AGRWTH,M,2014-08,0.8482563
DEU,CPI,TOT,AGRWTH,M,2014-09,0.8482563
DEU,CPI,TOT,AGRWTH,M,2014-10,0.7554295999999999
DEU,CPI,TOT,AGRWTH,M,2014-11,0.5655043000000001
DEU,CPI,TOT,AGRWTH,M,2014-12,0.1877934
DEU,CPI,TOT,AGRWTH,M,2015-01,-0.2832861
DEU,CPI,TOT,AGRWTH,M,2015-02,-0.04656311
DEU,CPI,TOT,AGRWTH,M,2015-03,0.17478670000000002
DEU,CPI,TOT,AGRWTH,M,2015-04,0.8662329
DEU,CPI,TOT,AGRWTH,M,2015-05,1.162551
DEU,CPI,TOT,AGRWTH,M,2015-06,0.8781201999999999
DEU,CPI,TOT,AGRWTH,M,2015-07,0.7956734000000001
DEU,CPI,TOT,AGRWTH,M,2015-08,0.7956734000000001
DEU,CPI,TOT,AGRWTH,M,2015-09,0.5952844
DEU,CPI,TOT,AGRWTH,M,2015-10,0.8781201999999999
DEU,CPI,TOT,AGRWTH,M,2015-11,0.17478670000000002
DEU,CPI,TOT,AGRWTH,M,2015-12,0.17478670000000002
DEU,CPI,TOT,AGRWTH,M,2016-01,0.5076142
DEU,CPI,TOT,AGRWTH,M,2016-02,0.1008065
DEU,CPI,TOT,AGRWTH,M,2016-03,0.3009027
DEU,CPI,TOT,AGRWTH,M,2016-04,-0.0998004
DEU,CPI,TOT,AGRWTH,M,2016-05,0.1992032
DEU,CPI,TOT,AGRWTH,M,2016-06,0.2988048
DEU,CPI,TOT,AGRWTH,M,2016-07,0.4970179
DEU,CPI,TOT,AGRWTH,M,2016-08,0.3976143
DEU,CPI,TOT,AGRWTH,M,2016-09,0.5976096
DEU,CPI,TOT,AGRWTH,M,2016-10,0.7968128000000001
DEU,CPI,TOT,AGRWTH,M,2016-11,0.8024071999999999
DEU,CPI,TOT,AGRWTH,M,2016-12,1.504514
DEU,CPI,TOT,AGRWTH,M,2017-01,1.616162
DEU,CPI,TOT,AGRWTH,M,2017-02,1.913394
DEU,CPI,TOT,AGRWTH,M,2017-03,1.4
DEU,CPI,TOT,AGRWTH,M,2017-04,1.698302
DEU,CPI,TOT,AGRWTH,M,2017-05,1.192843
DEU,CPI,TOT,AGRWTH,M,2017-06,1.390268
DEU,CPI,TOT,AGRWTH,M,2017-07,1.384768
DEU,CPI,TOT,AGRWTH,M,2017-08,1.584158
DEU,CPI,TOT,AGRWTH,M,2017-09,1.683168
DEU,CPI,TOT,AGRWTH,M,2017-10,1.284585
DEU,CPI,TOT,AGRWTH,M,2017-11,1.59204
DEU,CPI,TOT,AGRWTH,M,2017-12,1.383399
DEU,CPI,TOT,AGRWTH,M,2018-01,1.39165
DEU,CPI,TOT,AGRWTH,M,2018-02,1.086957
DEU,CPI,TOT,AGRWTH,M,2018-03,1.47929
DEU,CPI,TOT,AGRWTH,M,2018-04,1.277014
DEU,CPI,TOT,AGRWTH,M,2018-05,2.062868
DEU,CPI,TOT,AGRWTH,M,2018-06,1.860921
DEU,CPI,TOT,AGRWTH,M,2018-07,1.853659
DEU,CPI,TOT,AGRWTH,M,2018-08,1.851852
DEU,CPI,TOT,AGRWTH,M,2018-09,1.94742
DEU,CPI,TOT,AGRWTH,M,2018-10,2.341463
